300	0.930483	0.034100	0.00	0.019	0.024	0.043
305	1.128210	1.664300	0.00	1.035	1.048	2.588
310	1.357690	3.294500	0.00	2.051	2.072	5.133
315	1.622190	11.765200	0.00	4.914	6.648	17.470
320	1.925080	20.236000	0.01	7.778	11.224	29.808
325	2.269800	28.644700	0.20	11.263	15.936	42.369
330	2.659810	37.053500	0.40	14.748	20.647	54.930
335	3.098610	38.501100	1.55	16.348	22.266	56.095
340	3.589680	39.948800	2.70	17.948	23.885	57.259
345	4.136480	42.430200	4.85	19.479	25.851	60.000
350	4.742380	44.911700	7.00	21.010	27.817	62.740
355	5.410700	45.775000	9.95	22.476	29.219	62.861
360	6.144620	46.638300	12.90	23.942	30.621	62.982
365	6.947200	49.363700	17.20	25.451	32.464	66.647
370	7.821350	52.089100	21.40	26.961	34.308	70.312
375	8.769800	51.032300	27.50	25.724	33.446	68.507
380	9.795100	49.975500	33.00	24.488	32.584	66.703
385	10.899600	52.311800	39.92	27.179	35.335	68.333
390	12.085300	54.648200	47.40	29.871	38.087	69.963
395	13.354300	68.701500	55.17	39.589	49.518	85.946
400	14.708000	82.754900	63.30	49.308	60.949	101.929
405	16.148000	87.120400	71.81	52.910	64.751	106.911
410	17.675300	91.486000	80.60	56.513	68.554	111.894
415	19.290700	92.458900	89.53	58.273	70.065	112.346
420	20.995000	93.431800	98.10	60.034	71.577	112.798
425	22.788300	90.057000	105.80	58.926	69.746	107.945
430	24.670900	86.682300	112.40	57.818	67.914	103.092
435	26.642500	95.773600	117.75	66.321	76.760	112.145
440	28.702700	104.865000	121.50	74.825	85.605	121.198
445	30.850800	110.936000	123.45	81.036	91.799	127.104
450	33.085900	117.008000	124.00	87.247	97.993	133.010
455	35.406800	117.410000	123.60	88.930	99.228	132.682
460	37.812100	117.812000	123.10	90.612	100.463	132.355
465	40.300200	116.336000	123.30	90.990	100.188	129.838
470	42.869300	114.861000	123.80	91.368	99.913	127.322
475	45.517400	115.392000	124.09	93.238	101.326	127.061
480	48.242300	115.923000	123.90	95.109	102.739	126.800
485	51.041800	112.367000	122.92	93.536	100.409	122.291
490	53.913200	108.811000	120.70	91.963	98.078	117.783
495	56.853900	109.082000	116.90	93.843	99.379	117.186
500	59.861100	109.354000	112.10	95.724	100.680	116.589
505	62.932000	108.578000	106.98	96.169	100.688	115.146
510	66.063500	107.802000	102.30	96.613	100.695	113.702
515	69.252500	106.296000	98.81	96.871	100.341	111.181
520	72.495900	104.790000	96.90	97.129	99.987	108.659
525	75.790300	106.239000	96.78	99.614	102.098	109.552
530	79.132600	107.689000	98.00	102.099	104.210	110.445
535	82.519300	106.047000	99.94	101.427	103.156	108.367
540	85.947000	104.405000	102.10	100.755	102.102	106.289
545	89.412400	104.225000	103.95	101.536	102.535	105.596
550	92.912000	104.046000	105.20	102.317	102.968	104.904
555	96.442300	102.023000	105.67	101.159	101.484	102.452
560	100.000000	100.000000	105.30	100.000	100.000	100.000
565	103.582000	98.167100	104.11	98.868	98.608	97.808
570	107.184000	96.334200	102.30	97.735	97.216	95.616
575	110.803000	96.061100	100.15	98.327	97.482	94.914
580	114.436000	95.788000	97.80	98.918	97.749	94.213
585	118.080000	92.236800	95.43	96.208	94.590	90.605
590	121.731000	88.685600	93.20	93.499	91.432	86.997
595	125.386000	89.345900	91.22	95.593	92.926	87.112
600	129.043000	90.006200	89.70	97.688	94.419	87.227
605	132.697000	89.802600	88.83	98.478	94.780	86.684
610	136.346000	89.599100	88.40	99.269	95.140	86.140
615	139.988000	88.648900	88.19	99.155	94.680	84.861
620	143.618000	87.698700	88.10	99.042	94.220	83.581
625	147.235000	85.493600	88.06	97.382	92.334	81.164
630	150.836000	83.288600	88.00	95.722	90.448	78.747
635	154.418000	83.493900	87.86	97.290	91.389	78.587
640	157.979000	83.699200	87.80	98.857	92.330	78.428
645	161.516000	81.863000	87.99	97.262	90.592	76.614
650	165.028000	80.026800	88.20	95.667	88.854	74.801
655	168.510000	80.120700	88.20	96.929	89.586	74.562
660	171.963000	80.214600	87.90	98.190	90.317	74.324
665	175.383000	81.246200	87.22	100.597	92.133	74.873
670	178.769000	82.277800	86.30	103.003	93.950	75.422
675	182.118000	80.281000	85.30	101.068	91.953	73.499
680	185.429000	78.284200	84.00	99.133	89.956	71.576
685	188.701000	74.002700	82.21	93.257	84.817	67.714
690	191.931000	69.721300	80.20	87.381	79.677	63.852
695	195.118000	70.665200	78.24	89.492	81.258	64.464
700	198.261000	71.609100	76.30	91.604	82.840	65.076
705	201.359000	72.979000	74.36	92.246	83.842	66.573
710	204.409000	74.349000	72.40	92.889	84.844	68.070
715	207.411000	67.976500	70.40	84.872	77.539	62.256
720	210.365000	61.604000	68.30	76.854	70.235	56.443
725	213.268000	65.744800	66.30	81.683	74.768	60.343
730	216.120000	69.885600	64.40	86.511	79.301	64.242
735	218.920000	72.486300	62.80	89.546	82.147	66.697
740	221.667000	75.087000	61.50	92.580	84.993	69.151
745	224.361000	69.339800	60.20	85.405	78.437	63.890
750	227.000000	63.592700	59.20	78.230	71.880	58.629
755	229.585000	55.005400	58.50	67.961	62.337	50.623
760	232.115000	46.418200	58.10	57.692	52.793	42.617
765	234.589000	56.611800	58.00	70.307	64.360	51.985
770	237.008000	66.805400	58.20	82.923	75.927	61.352
775	239.370000	65.094100	58.50	80.599	73.872	59.838
780	241.675000	63.382800	59.10	78.274	71.818	58.324
